,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address ZIP,Address Borough,Community Board,Council District,Census Tract,Longitude,Latitude,Location
345,Business,5/21/19,Active,12/8/16,Sidewalk Cafe,841 BROADWAY BAKERY LLC,841,BROADWAY,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99089625,40.73424238,"(40.73424237682348, -73.99089624560918)"
346,Business,9/15/19,Active,10/18/16,Sidewalk Cafe,UNION SQ 4TH F & B MANAGEMENT LLC,132,4TH AVE,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.9899402,40.73323223,"(40.73323222780517, -73.98994019719328)"
347,Business,4/15/19,Active,7/8/16,Sidewalk Cafe,UNION SQ 4TH F & B MANAGEMENT LLC,132,4TH AVE,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.9899402,40.73323223,"(40.73323222780517, -73.98994019719328)"
348,Business,4/15/20,Active,6/1/16,Sidewalk Cafe,"VAP UNION SQUARE, LLC",113,UNIVERSITY PL,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99239007,40.73437423,"(40.734374233409774, -73.99239006896815)"
349,Business,9/15/17,Inactive,7/24/15,Sidewalk Cafe,HHLP UNION SQUARE ASSOCIATES LLC,132,4TH AVE,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.9899402,40.73323223,"(40.73323222780517, -73.98994019719328)"
350,Business,12/15/16,Inactive,3/26/14,Sidewalk Cafe,132 4TH AVENUE RESTAURANT LLC,132,4TH AVE,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.9899402,40.73323223,"(40.73323222780517, -73.98994019719328)"
351,Business,4/15/18,Inactive,2/27/14,Sidewalk Cafe,815 BROADWAY NYC LLC,815,BROADWAY,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99117425,40.73298256,"(40.73298255636348, -73.99117425198853)"
352,Business,12/15/19,Active,6/20/13,Sidewalk Cafe,P12 NEW YORK LLC,48,E 12TH ST,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99179841,40.73349313,"(40.73349312678599, -73.99179841417063)"
353,Business,4/15/19,Active,4/15/13,Sidewalk Cafe,PRET A MANGER (USA) LIMITED,821,BROADWAY,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99126441,40.73338604,"(40.73338604210482, -73.99126440502111)"
354,Business,5/15/19,Active,11/7/11,Sidewalk Cafe,120 U REST. LLC,94,UNIVERSITY PL,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99295664,40.73374847,"(40.73374846557672, -73.9929566401756)"
355,Business,9/15/19,Inactive,1/18/11,Sidewalk Cafe,"PQ UNION SQUARE, INC.",801,BROADWAY,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99126451,40.73256536,"(40.73256536058412, -73.99126451260956)"
356,Business,4/15/16,Inactive,3/17/06,Sidewalk Cafe,"COSI, INC.",841,BROADWAY,,NEW YORK,10003,Manhattan,102.0,2.0,61.0,-73.99089625,40.73424238,"(40.73424237682348, -73.99089624560918)"
357,Business,12/15/20,Active,6/28/18,Sidewalk Cafe,KUBBEH LLC,464,AVE OF THE AMERICAS,AKA 75 W 11TH ST,NEW YORK,10011,Manhattan,102.0,3.0,63.0,-73.99816334,40.73552727,"(40.735527266681885, -73.99816333716504)"
358,Business,12/15/20,Active,7/3/14,Sidewalk Cafe,24 5TH AVE LLC,24,5TH AVE,,NEW YORK,10011,Manhattan,102.0,3.0,63.0,-73.99600929,40.73303223,"(40.73303223100415, -73.99600928676844)"
359,Business,4/15/20,Active,1/20/09,Sidewalk Cafe,GAT 35 CORP.,35,W 13TH ST,,NEW YORK,10011,Manhattan,102.0,3.0,63.0,-73.99538126,40.73585381,"(40.73585381434004, -73.99538125746346)"
360,Business,3/15/19,Active,3/2/06,Sidewalk Cafe,ZESTFUL MANAGEMENT CORP.,502,AVENUE OF THE AMERICAS,6TH AVE,NEW YORK,10011,Manhattan,102.0,3.0,63.0,-73.99745967,40.73648792,"(40.73648791689769, -73.99745966743053)"
361,Business,9/15/19,Active,2/23/05,Sidewalk Cafe,"FRENCH ROAST, INC.",78,W 11TH ST,,NEW YORK,10011,Manhattan,102.0,3.0,63.0,-73.99732622,40.73498104,"(40.734981044361966, -73.99732621610171)"
362,Business,9/15/20,Inactive,10/24/18,Sidewalk Cafe,THIRD AVE FOOD CORP,283,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,64.0,-73.98354874,40.73826262,"(40.738262624801926, -73.98354874328433)"
363,Business,5/15/17,Inactive,5/8/15,Sidewalk Cafe,EAST SIDE DD 113 LLC,243,3RD AVE,,NEW YORK,10003,Manhattan,106.0,2.0,64.0,-73.98456306,40.73687118,"(40.73687117568601, -73.98456306065759)"
364,Business,12/28/18,Inactive,1/17/12,Sidewalk Cafe,307 THIRD AVENUE EAST VENTURES LLC,307,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,64.0,-73.98295313,40.73908322,"(40.73908321906709, -73.9829531270222)"
365,Business,4/15/15,Inactive,6/2/09,Sidewalk Cafe,"DEFONTE'S OF NEW YORK, INC.",261,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,64.0,-73.98413713,40.73745301,"(40.73745300537835, -73.98413712530464)"
366,Business,2/28/15,Inactive,5/15/08,Sidewalk Cafe,EAST SIDE DD 113 LLC,243,3RD AVE,,NEW YORK,10003,Manhattan,106.0,2.0,64.0,-73.98456306,40.73687118,"(40.73687117568601, -73.98456306065759)"
367,Business,12/15/20,Active,7/26/18,Sidewalk Cafe,ALTA CUCINA 2 LLC,260,6TH AVE,,NEW YORK,10014,Manhattan,102.0,3.0,65.0,-74.00246789,40.72910178,"(40.72910178456737, -74.00246789046147)"
368,Business,12/15/19,Active,6/28/18,Sidewalk Cafe,LOW OVERRUN LLC,490-494,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99960674,40.72731223,"(40.727312229388254, -73.99960673561911)"
369,Business,12/15/19,Inactive,12/11/17,Sidewalk Cafe,BAR GIACOSA CORP.,270,6TH AVE,,NEW YORK,10014,Manhattan,102.0,3.0,65.0,-74.00232719,40.729384499999995,"(40.72938449733156, -74.00232718728188)"
370,Business,9/15/19,Active,8/3/17,Sidewalk Cafe,151 BLEECKER LLC,151,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.9994588,40.72832504,"(40.72832504382953, -73.99945880225974)"
371,Business,9/15/20,Active,3/2/17,Sidewalk Cafe,125 HOSPITALITY LLC,125,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-74.00005412,40.73052634,"(40.73052633908442, -74.00005412156183)"
372,Business,4/30/19,Active,8/23/16,Sidewalk Cafe,E2 185 BLEECKER LLC,185,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-74.00100664,40.72908534,"(40.7290853380792, -74.00100663928178)"
373,Business,2/28/19,Active,6/13/16,Sidewalk Cafe,NJJMJ INC,93,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-74.00105355,40.72934609,"(40.72934608944965, -74.00105354774354)"
374,Business,4/15/18,Inactive,3/28/16,Sidewalk Cafe,506 La Guardia Place Restaurant LLC,506,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99935418,40.72761141,"(40.727611406690194, -73.99935417761272)"
375,Business,4/15/17,Inactive,10/14/15,Sidewalk Cafe,BAR GIACOSA CORP.,270,6TH AVE,,NEW YORK,10014,Manhattan,102.0,3.0,65.0,-74.00232719,40.729384499999995,"(40.72938449733156, -74.00232718728188)"
376,Business,4/15/19,Active,7/24/15,Sidewalk Cafe,"SOUTH VILLAGE HOSPITALITY GROUP, LLC",157,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99986290000001,40.72852267,"(40.728522667450505, -73.99986289616588)"
377,Business,9/15/19,Active,7/10/15,Sidewalk Cafe,JL SOLO INC,206,SULLIVAN ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-74.00019123,40.72909907,"(40.72909906609917, -74.00019122542267)"
378,Business,4/15/19,Active,5/8/15,Sidewalk Cafe,E2 185 BLEECKER LLC,185,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-74.00100664,40.72908534,"(40.7290853380792, -74.00100663928178)"
379,Business,3/15/19,Active,4/21/15,Sidewalk Cafe,ONE MELON LLC,89,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00133497,40.72901123,"(40.729011226335615, -74.00133496817217)"
380,Business,12/15/16,Inactive,5/19/14,Sidewalk Cafe,PPF HOLDINGS LLC,89,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00133497,40.72901123,"(40.729011226335615, -74.00133496817217)"
381,Business,9/15/20,Active,3/13/14,Sidewalk Cafe,CLAUDISAL REST. CORP.,206,THOMPSON ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99935056,40.7287944,"(40.72879439653422, -73.99935055813754)"
382,Business,5/15/19,Active,3/12/13,Sidewalk Cafe,"SHIP WRECKED BAR AND GRILL, INC.",149,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99935778,40.72827564,"(40.72827563770185, -73.9993577791577)"
383,Business,12/15/19,Inactive,12/31/12,Sidewalk Cafe,"SOH PEACE, INC.",87,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00137466,40.72896457,"(40.72896456502055, -74.0013746554526)"
384,Business,9/15/20,Active,5/29/12,Sidewalk Cafe,DESSYN BAKERY CORP.,552,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99825733,40.72889045,"(40.72889045163257, -73.99825732849034)"
385,Business,4/15/19,Active,2/24/11,Sidewalk Cafe,GMT NEW YORK LLC,142,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99906914,40.7281137,"(40.72811369512217, -73.99906914283899)"
386,Business,4/15/20,Active,5/24/10,Sidewalk Cafe,MENDARED LLC,510,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99926759,40.72771022,"(40.72771021739767, -73.99926758581557)"
387,Business,9/15/16,Inactive,4/20/10,Sidewalk Cafe,151 BLEECKER LLC,151,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.9994588,40.72832504,"(40.72832504382953, -73.99945880225974)"
388,Business,5/15/19,Active,3/30/10,Sidewalk Cafe,151 BLEECKER LLC,151,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.9994588,40.72832504,"(40.72832504382953, -73.99945880225974)"
389,Business,4/15/15,Inactive,4/9/09,Sidewalk Cafe,VILLAGE CANTINA CORP.,170,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00055563,40.7288438,"(40.72884380263013, -74.0005556340054)"
390,Business,9/15/16,Inactive,3/19/09,Sidewalk Cafe,PASTA BISTRO GRILL INC,93,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00105355,40.72934609,"(40.72934608944965, -74.00105354774354)"
391,Business,4/15/18,Inactive,12/1/08,Sidewalk Cafe,"GROOVE ENTERPRISES,INC.",125,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00005412,40.73052634,"(40.73052633908442, -74.00005412156183)"
392,Business,4/10/19,Active,3/18/08,Sidewalk Cafe,"HALF PINT ON THOMPSON, LLC",234,THOMPSON ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99879491,40.7294449,"(40.729444899165664, -73.99879491278043)"
393,Business,4/15/19,Inactive,4/16/07,Sidewalk Cafe,ANDIKIANA CORP.,490,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99969333,40.72721067,"(40.72721067366392, -73.99969332640885)"
394,Business,4/15/17,Inactive,4/10/07,Sidewalk Cafe,DA SILVANO CORP.,260,AVENUE OF THE AMERICAS,,NEW YORK,10014,Manhattan,102.0,3.0,65.0,-74.00246789,40.72910178,"(40.72910178456737, -74.00246789046147)"
395,Business,6/30/18,Inactive,3/1/07,Sidewalk Cafe,BLL RESTAURANT CORP.,208,THOMPSON ST,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99931087,40.72884106,"(40.728841057152735, -73.99931086954118)"
396,Business,9/15/18,Inactive,9/16/06,Sidewalk Cafe,FEENJON CORPORATION,103,MACDOUGAL ST,,NEW YORK,10012,Manhattan,,,65.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
397,Business,4/15/20,Active,4/13/06,Sidewalk Cafe,DYNAMIC MUSIC CORP.,117,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00038606,40.73013658,"(40.730136583202416, -74.00038606488296)"
398,Business,4/15/16,Inactive,2/24/06,Sidewalk Cafe,"LU-ANN BAKERY SHOP, INC.",506,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99935418,40.72761141,"(40.727611406690194, -73.99935417761272)"
399,Business,4/15/20,Active,2/1/06,Sidewalk Cafe,BAR GIACOSA CORP.,268,AVENUE OF THE AMERICAS,,NEW YORK,10014,Manhattan,102.0,3.0,65.0,-74.00235605,40.7293296,"(40.729329601631974, -74.00235604967938)"
400,Business,9/15/19,Inactive,5/13/05,Sidewalk Cafe,"TRE-GIOVANI, INC.",548,LAGUARDIA PL,,NEW YORK,10012,Manhattan,102.0,1.0,65.0,-73.99832588,40.72881085,"(40.72881085473081, -73.99832588278541)"
401,Business,12/15/19,Active,2/25/05,Sidewalk Cafe,"CAVALLACCI, FABRIZIO",119,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00031751,40.73021344,"(40.73021343656091, -74.00031751167181)"
402,Business,7/2/15,Inactive,1/7/05,Sidewalk Cafe,"CAFFE DANTE, INC.",81,MACDOUGAL ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00149372,40.72882458,"(40.7288245809915, -74.00149371696034)"
403,Business,9/15/16,Inactive,5/1/03,Sidewalk Cafe,"172 BLEEKER ST. REST., INC.",190,SULLIVAN ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00072881,40.72846228,"(40.72846228059458, -74.00072881445783)"
404,Business,9/15/18,Inactive,4/29/03,Sidewalk Cafe,"172 BLEEKER ST. REST., INC.",172,BLEECKER ST,,NEW YORK,10012,Manhattan,102.0,3.0,65.0,-74.00062058,40.72887674,"(40.72887673936824, -74.00062057854652)"
405,Business,4/15/20,Active,6/5/18,Sidewalk Cafe,AWOL VENTURES LLC,337,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,66.0,-73.98230696,40.73996968,"(40.73996967644407, -73.98230695802953)"
406,Business,4/15/19,Active,7/13/17,Sidewalk Cafe,CRC HOSPITALITY GROUP LLC,200,E 27TH ST,,NEW YORK,10016,Manhattan,106.0,2.0,66.0,-73.98114462,40.7412705,"(40.74127050417237, -73.98114461567869)"
407,Business,12/15/19,Active,5/3/17,Sidewalk Cafe,EAST DROGHEDA INC,375,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,66.0,-73.98123479,40.74143795,"(40.74143794871772, -73.98123478566926)"
408,Business,5/15/20,Active,3/21/17,Sidewalk Cafe,EAST DROGHEDA INC,375,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,66.0,-73.98123479,40.74143795,"(40.74143794871772, -73.98123478566926)"
409,Business,4/15/19,Active,8/13/15,Sidewalk Cafe,Masa 8 LLC,323,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,66.0,-73.98255243,40.73963485,"(40.73963485418619, -73.98255243156838)"
410,Business,7/19/17,Inactive,7/2/15,Sidewalk Cafe,411 REST CORP,411,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,66.0,-73.98050554,40.74244241,"(40.74244240641559, -73.9805055353544)"
411,Business,10/23/18,Inactive,9/19/08,Sidewalk Cafe,3RD AVE 26 REST. CORP.,359,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,66.0,-73.98168604,40.74082045,"(40.740820452339314, -73.98168604229465)"
412,Business,5/15/17,Inactive,5/16/07,Sidewalk Cafe,"MEXICO LINDO RESTAURANT, INC.",459,2ND AVE,,NEW YORK,10010,Manhattan,106.0,2.0,66.0,-73.97962225,40.73965084,"(40.73965084150079, -73.97962224554045)"
413,Business,12/15/20,Active,4/18/18,Sidewalk Cafe,CHICK & CO LLC,26,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00281070000001,40.73020791,"(40.730207913184806, -74.00281069968041)"
414,Business,5/15/20,Active,8/22/17,Sidewalk Cafe,"SANGE REST, INC",168,W 4TH ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00144327,40.73206339,"(40.73206339279665, -74.00144327493952)"
415,Business,9/15/19,Inactive,8/3/17,Sidewalk Cafe,MICBRUARD LLC,13,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00227671,40.73039457,"(40.73039456833966, -74.00227670919908)"
416,Business,12/15/19,Inactive,5/24/17,Sidewalk Cafe,"FIRST, LLC",57,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00398341,40.73153085,"(40.73153085052944, -74.00398340699935)"
417,Business,4/30/19,Active,7/28/16,Sidewalk Cafe,"JOSAN & JOSAN, INC.",73,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00350356,40.73229391,"(40.73229390792666, -74.00350356203653)"
418,Business,3/15/19,Active,6/1/16,Sidewalk Cafe,"BL 30 CARMINE NY, LLC",30,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00293337,40.73016948,"(40.73016948355064, -74.00293337294273)"
419,Business,9/15/18,Inactive,4/21/16,Sidewalk Cafe,BKUK 7 CORP.,1,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00505849,40.72963693,"(40.72963692725109, -74.00505849446525)"
420,Business,4/5/19,Active,3/28/16,Sidewalk Cafe,289 BLEECKER RESTAURANT LLC,289,BLEECKER ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00347108,40.7320908,"(40.73209079707278, -74.0034710776578)"
421,Business,12/15/17,Inactive,11/16/15,Sidewalk Cafe,BOBWHITE COUNTER LLC,57,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00398341,40.73153085,"(40.73153085052944, -74.00398340699935)"
422,Business,4/15/17,Inactive,8/13/15,Sidewalk Cafe,FRENCH CUISINE INC,78,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.0045209,40.72968636,"(40.72968635521218, -74.00452089747903)"
423,Business,12/15/17,Inactive,7/2/15,Sidewalk Cafe,ROHART INC,225,VARICK ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00524968,40.72916482,"(40.72916482072673, -74.00524968423946)"
424,Business,9/15/19,Active,5/8/15,Sidewalk Cafe,INTERNATIONAL HOSPITALITY CONCEPTS LLC,29,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00439469,40.73081171,"(40.73081170977062, -74.00439468964238)"
425,Business,9/15/19,Active,3/11/15,Sidewalk Cafe,10 DOWNING RESTAURANT LLC,10,DOWNING ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
426,Business,4/15/16,Inactive,8/7/14,Sidewalk Cafe,NOODLE BAR LLC,26,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00280348,40.73020791,"(40.73020791336071, -74.00280348350665)"
427,Business,4/15/18,Inactive,7/29/14,Sidewalk Cafe,"E.D.O. FOOD IV, LLC",71,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00351799,40.732269200000005,"(40.73226920469593, -74.00351799353166)"
428,Business,4/15/19,Active,7/3/14,Sidewalk Cafe,CARAPINA LLC,233,BLEECKER ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00251124,40.73041652,"(40.73041652150573, -74.00251123633063)"
429,Business,9/15/20,Active,5/8/14,Sidewalk Cafe,"NAUGHTY GULL, LLC",420,HUDSON ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00680848,40.73043556,"(40.73043556089301, -74.0068084832097)"
430,Business,12/15/15,Inactive,10/4/13,Sidewalk Cafe,"CALIENTE CAB REST. CO., INC.",57,7TH AVE S,,NEW YORK,10014,Manhattan,,,67.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
431,Business,9/15/19,Inactive,5/30/13,Sidewalk Cafe,"JACK'S COFFEE IV, LLC",10,DOWNING ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
432,Business,2/15/19,Active,9/26/12,Sidewalk Cafe,NACO NYC LLC,10,DOWNING ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
433,Business,9/15/15,Inactive,9/5/12,Sidewalk Cafe,LA VILLETTE LLC,10,DOWNING ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00282511,40.72959583,"(40.72959583237184, -74.00282510607859)"
434,Business,12/15/18,Active,4/23/12,Sidewalk Cafe,11 CARMINE TACOS LLC,11,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00220094,40.73042202,"(40.73042201736517, -74.00220094006892)"
435,Business,12/15/18,Active,4/12/12,Sidewalk Cafe,"ZOSSIMA, INC.",27 1/2,MORTON ST,,NEW YORK,10014,Manhattan,,,67.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
436,Business,4/15/20,Active,2/14/12,Sidewalk Cafe,RARO INC.,29,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00439469,40.73081171,"(40.73081170977062, -74.00439468964238)"
437,Business,9/15/16,Inactive,1/5/12,Sidewalk Cafe,AYZA UPPER WEST SIDE INC.,1,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00505849,40.72963693,"(40.72963692725109, -74.00505849446525)"
438,Business,5/30/19,Active,7/8/11,Sidewalk Cafe,"BLEECKER SPAGHETTO, LLC",232,BLEECKER ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00242824,40.73024086,"(40.730240858948704, -74.00242824367143)"
439,Business,4/15/15,Inactive,3/23/11,Sidewalk Cafe,"GRILLADE, LLC",28,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00460394,40.73048508,"(40.73048507573195, -74.0046039380107)"
440,Business,12/15/19,Active,7/15/09,Sidewalk Cafe,"SPUNTO, INC.",65,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00437658,40.729744000000004,"(40.72974400065336, -74.00437657891918)"
441,Business,4/15/19,Active,4/16/07,Sidewalk Cafe,"CALIENTE CAB REST. CO., INC.",61,7TH AVE S,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00392929,40.73162966,"(40.73162966356138, -74.00392929044827)"
442,Business,4/15/19,Active,4/15/07,Sidewalk Cafe,GADBERRY PIZZA INC.,69,7TH AVE S,,NEW YORK,10014,Manhattan,,,67.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
443,Business,12/15/19,Active,3/1/07,Sidewalk Cafe,CORNELIA STREET CAFE INC.,29,CORNELIA ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00235251,40.73135798,"(40.73135797584184, -74.00235251324737)"
444,Business,5/28/19,Active,3/21/06,Sidewalk Cafe,PEPE'S REST. GROUP LLC,170,W 4TH ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00147936,40.73210456,"(40.732104563657785, -74.00147935772705)"
445,Business,1/31/19,Inactive,3/14/05,Sidewalk Cafe,"LA MERIDIANA, LTD.",26,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00280348,40.73020791,"(40.73020791336071, -74.00280348350665)"
446,Business,4/15/17,Inactive,2/23/05,Sidewalk Cafe,GREENWICH VILLAGE BISTRO LTD.,13,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00227671,40.73039457,"(40.73039456833966, -74.00227670919908)"
447,Business,9/15/17,Inactive,2/14/05,Sidewalk Cafe,N.E.C.F. INC.,63,CARMINE ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00434411,40.72975498,"(40.7297549809049, -74.0043441070791)"
448,Business,5/15/17,Inactive,1/3/05,Sidewalk Cafe,SANGE REST. INC.,168,W 4TH ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00144327,40.73206339,"(40.73206339279665, -74.00144327493952)"
449,Business,6/30/15,Inactive,12/20/04,Sidewalk Cafe,KARAVAS FOOD LTD,162,W 4TH ST,,NEW YORK,10014,Manhattan,102.0,3.0,67.0,-74.00132781,40.73193714,"(40.73193713547279, -74.00132781042846)"
450,Business,9/15/20,Inactive,11/29/18,Sidewalk Cafe,380 EAST VENTURES LLC,380,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,68.0,-73.98114813,40.74159164,"(40.74159164062547, -73.9811481334991)"
451,Business,4/15/20,Active,1/10/18,Sidewalk Cafe,23 LEXINGTON TENANT LLC,23,LEXINGTON AVE,,NEW YORK,10010,Manhattan,106.0,2.0,68.0,-73.98459127,40.73969827,"(40.73969827431133, -73.98459127445521)"
452,Business,12/15/19,Active,4/7/17,Sidewalk Cafe,CARRA LLC,338,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,68.0,-73.98228890000001,40.74002731,"(40.74002731345265, -73.98228889963036)"
453,Business,5/15/20,Active,2/28/17,Sidewalk Cafe,MFRF ENTERPRISES INC,358,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,68.0,-73.98170408,40.74082869,"(40.740828689460706, -73.98170408334104)"
454,Business,2/7/19,Inactive,8/9/16,Sidewalk Cafe,BLT/MAIN STREET LLC,111,E 22ND ST,,NEW YORK,10010,Manhattan,105.0,2.0,68.0,-73.98601317,40.7391797,"(40.73917969768135, -73.98601317205728)"
455,Business,9/15/16,Inactive,9/4/14,Sidewalk Cafe,"GL HOSPITALITY GROUP, LLC",338,3RD AVE,,NEW YORK,10010,Manhattan,106.0,2.0,68.0,-73.98228890000001,40.74002731,"(40.74002731345265, -73.98228889963036)"
456,Business,9/15/20,Active,8/6/14,Sidewalk Cafe,"26TH STREET RESTAURANT, LLC",345,PARK AVE S,,NEW YORK,10010,Manhattan,105.0,2.0,68.0,-73.98531618,40.74160872,"(40.741608715967466, -73.98531618219398)"
457,Business,3/31/16,Inactive,6/4/14,Sidewalk Cafe,Cibus Inc.,358,3RD AVE,,NEW YORK,10016,Manhattan,106.0,2.0,68.0,-73.98170408,40.74082869,"(40.740828689460706, -73.98170408334104)"
458,Business,4/15/19,Active,2/22/13,Sidewalk Cafe,SARABETH'S PAS LLC,381,PARK AVE S,,NEW YORK,10016,Manhattan,105.0,2.0,68.0,-73.98464114,40.74253361,"(40.74253360894918, -73.98464114127226)"
