License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
1023346,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,GRANITE PARK LLC,COURTYARD MARRIOTT TIME SQ,114 W 40TH ST,,NEW YORK,NY,10018,882412,,11/1/17,10/31/19,40.75419617,-73.98658424,"(40.7541961687, -73.98658424)"
1305186,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,TGANYC LLC,TGANYC,320 W 36TH ST,,NEW YORK,NY,10018,862684,11/28/17,11/28/17,10/31/19,40.75385,-73.99367,"(40.75385, -73.99367)"
1302891,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,23 LEXINGTON TENANT; FREEHAND HOTEL CO; GUEST LAB,NYC; CPT HADDOCK; HAPPY PLACES GRAMERCY (LLCS),23 LEXINGTON AVE,,NEW YORK,NY,10010,862828,12/28/17,12/28/17,11/30/19,40.73981,-73.98436,"(40.73981, -73.98436)"
1289151,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"88 MADISON HOTEL FEE OWNER LLC, 88 MADISON HOTEL",OPERATOR LLC & JAMES HOTEL MGMT COMPANY LLC,22 E 29TH ST,,NEW YORK,NY,10016,881125,1/14/16,1/1/18,12/31/19,40.74464,-73.98551,"(40.74464, -73.98551)"
1304218,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,6037 PROPERTY LLC & POLLIN MILLER HOSP STRAT INC,EMBASSY SUITES NEW YORK - MIDTOWN MANHATTAN,60 W 37TH ST,,NEW YORK,NY,10018,862858,1/4/18,1/4/18,12/31/19,40.75128,-73.9856,"(40.75128, -73.9856)"
1291145,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,LAM PLATT ST HOTEL LLC & PLATT ST OPERATING CORP,FOUR POINTS BY SHERATON DOWNTOWN FINANCIAL DISTRIC,4 10 PLATT ST,AKA 6 PLATT ST,NEW YORK,NY,10038,883586,2/2/16,2/1/18,1/31/20,0,0,"(0.0, 0.0)"
1307252,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,TRIBECA HOTEL LLC TRIBECA LOBBY BAR LLC PRIMO MGMT,LLC SERAFINA TRIBECA REST LLC DBA: FREDERICK HOTEL,95 W BROADWAY,,NEW YORK,NY,10007,863093,2/26/18,2/26/18,1/31/20,40.71566,-74.0089,"(40.71566, -74.0089)"
1287685,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,35TH & 7TH RESTAURANT MANAGEMENT LLC,MARRIOTT RENAISSANCE PENN STATION; ROCK & REILLY'S,218 W 35TH ST,,NEW YORK,NY,10001,884745,3/2/16,3/1/18,2/29/20,40.75177,-73.99103,"(40.75177, -73.99103)"
1292125,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,206 WEST HOTEL LLC & TSQB41 LLC,HOTEL SHOCARD TIMES SQUARE/GLEASON'S TAVERN,206 W 41ST ST,,NEW YORK,NY,10036,884448,3/17/16,3/1/18,2/29/20,40.75551,-73.98801,"(40.75551, -73.98801)"
1102035,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,20 EAST 76TH STREET CO LLC,SURREY HOTEL,20 E 76TH STREET,,NEW YORK,NY,10021,884694,,3/1/18,2/29/20,40.77452767,-73.96408926,"(40.7745276694, -73.9640892635)"
1293225,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,HHC 33 PECK SLIP HOLDINGS LLC&MR C MNGR SEAPORT LL,MR. C SEAPORT,33 PECK SLIP,LOUNGE & HOTEL LOCATION,NEW YORK,NY,10038,863156,3/15/18,3/15/18,2/28/20,40.70798,-74.00144,"(40.70798, -74.00144)"
1306380,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"THOR JAMES HOTEL LEASECO LLC, HIGHGATE HOTELS LP,",6 GRAND LLC & DJL BAR LLC-THE JAMES NEW YORK SOHO,23 27 GRAND ST,,NEW YORK,NY,10013,879896,3/20/18,3/20/18,2/29/20,0,0,"(0.0, 0.0)"
1291774,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,MARRIOTT RESORTS HOSPITALITY CORPORATION,"MARRIOTT VACATION CLUB PULSE NYC, STRAND BISTRO",33 W 37TH ST,,NEW YORK,NY,10018,885671,4/21/16,4/1/18,3/31/20,40.75131,-73.9849,"(40.75131, -73.9849)"
1293480,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"TRIBECA ASCOTT LLC, TRIBECA TRS LLC, FC CANAL MGMT","LLC, ELIO & SONS LLC  SHERATON TRIBECA NY HOTEL",370 CANAL ST,,NEW YORK,NY,10013,885625,4/29/16,4/1/18,3/31/20,40.72099,-74.00424,"(40.72099, -74.00424)"
1289518,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,LEXINGTON AVE HOTEL LP & MARRIOTT HOTEL SVCS INC,NEW YORK MARRIOTT EAST SIDE HOTEL,525 LEXINGTON AVE,,NEW YORK,NY,10017,886695,5/10/16,5/1/18,4/30/20,40.68902,-73.94081,"(40.68902, -73.94081)"
1291675,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,BLACK PUMICE E 2015 LLC & HILTON MANAGEMENTLLC,THE LONDON NYC,151 W 54TH ST,,NEW YORK,NY,10019,886791,5/13/16,5/1/18,4/30/20,40.7633,-73.98049,"(40.7633, -73.98049)"
1304332,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,LODGING CONCESSIONS LLC & BOQUERIA WESTSIDE LLC,AC HOTEL NEW YORK TIMES SQUARE,260 W 40TH ST,,NEW YORK,NY,10018,887051,5/9/18,5/9/18,4/30/20,40.7554,-73.98964,"(40.7554, -73.98964)"
1307262,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,FLATIRONHOTEL OPERATIONS LLC,FLATIRON HOTEL,9 W 26TH ST,,NEW YORK,NY,10010,887516,6/12/18,6/12/18,5/31/20,40.74402,-73.98931,"(40.74402, -73.98931)"
1307872,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"NESBIT HOTEL LLC,LEONELLI REST LLC&INVESTHOSPITLTY","EVELYN HOTEL, BENNO REST, LEONELLI TABERNA REST",7 E 27TH ST,,NEW YORK,NY,10016,887590,6/26/18,6/26/18,5/31/20,40.74388,-73.98705,"(40.74388, -73.98705)"
1289098,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,741 EIGHTH AVENUE OWNERS LLC,RIU PLAZA NY TIMES SQ HOTEL; FASHION BAR & REST,305 W 46TH STREET,,NEW YORK,NY,10036,887666,3/29/16,7/12/18,2/29/20,40.75996,-73.98786,"(40.75996, -73.98786)"
1290887,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,INNSIDE VENTURES LLC & 132 W27TH ST LLC,AS CO-LICENSEE/ DBA: INNSIDE NEW YORK NOMAD,132-142 W 27TH ST,,NEW YORK,NY,10001,887730,3/9/16,7/25/18,2/29/20,40.74589,-73.99223,"(40.74589, -73.99223)"
1308717,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,701 SEVENTH PROPERTY OWNER LLC,NEW YORK EDITION TIMES SQUARE,701 7TH AVE,165-179 W 47 ST; 20 TIMES SQ,NEW YORK,NY,10036,887732,7/25/18,7/25/18,6/30/20,40.75933,-73.98433,"(40.75933, -73.98433)"
1294799,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,GRANITE 1717 HOTEL LLC/INTERSATE MANAGEMENT CO LLC,COURTYARD BY MARRIOTT-CENTRAL PARK / RESIDENCE INN,1717 BROADWAY,,NEW YORK,NY,10019,892878,8/4/16,8/1/18,7/31/20,40.68353,-73.91132,"(40.68353, -73.91132)"
1286223,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,RENWICK FOOD COMPANY LLC & HM FOOD TRADE LLC,ARLO HUDSON SQUARE; HAROLD'S MEAT+THREE,231 HUDSON ST,AKA 503 CANAL ST & 2 RENWICK,NEW YORK,NY,10013,893114,8/17/16,8/1/18,7/31/20,40.72446,-74.00822,"(40.72446, -74.00822)"
1291914,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SRNY ASSOCIATES LLC,,33 39 W 55TH ST,,NEW YORK,NY,10019,893290,8/29/16,8/1/18,7/31/20,0,0,"(0.0, 0.0)"
1291902,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,RENAISSANCE HOTEL MANAGEMENT COMPANY LLC,RENAISSANCE NEW YORK HOTEL,2 TIMES SQ,AKA 714 7TH AVE,NEW YORK,NY,10036,893089,8/30/16,8/1/18,7/31/20,40.75663,-73.98611,"(40.75663, -73.98611)"
1023348,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,BRITTANIA 54TH HOTEL CORP,,1701 BROADWAY,AKA 230 W 54TH STREET,NEW YORK,NY,10019,893636,,8/1/18,7/31/20,40.76378012,-73.98265772,"(40.7637801224, -73.9826577183)"
1299766,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,POD TS F&B LLC & POS TS F&B MAJOR MANAGEMENT LLC,,400 W 42ND ST,,NEW YORK,NY,10036,887322,2/16/18,8/13/18,1/31/20,40.75845,-73.99308,"(40.75845, -73.99308)"
1309950,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,HIGHGATE HOTELS LP & GERBER GROUP BLUE NY LLC,"THE MAXWELL, MAX BAR & HEARTBEAT",541 LEXINGTON AVE,,NEW YORK,NY,10022,887364,8/23/18,8/23/18,7/31/20,40.75625,-73.97237,"(40.75625, -73.97237)"
1283103,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,5 BEEKMAN HTL OWN LLC; 5 BEEKMAN MASTER TENANT LLC,"THOMPSON HTL LL; CRAFT BEEKMAN LLC  ""TEMPLE COURT""",5 BEEKMAN ST,,NEW YORK,NY,10038,894081,9/6/16,9/1/18,8/31/20,40.71136,-74.00672,"(40.71136, -74.00672)"
1294450,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,FS NY F&B COMPANY INC,FOUR SEASONS HOTEL FOOD & BEVERAGE SERVICES,27 BARCLAY ST,,NEW YORK,NY,10007,893954,9/7/16,9/1/18,8/31/20,0,0,"(0.0, 0.0)"
1023466,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,IROQUOIS HOTEL LLC,IROQUOIS HOTEL,49 W 44TH STREET,,NEW YORK,NY,10036,894395,,9/1/18,8/31/20,40.75547396,-73.98146738,"(40.7554739601, -73.9814673801)"
1310647,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,OSIB BOWERY ST OPERATOR LLC & OSIB BCRE BOWERY ST,HOLDINGS LLC DBA: CITIZENM NEW YORK BOWERY HOTEL,185 187 189 191 BOWERY,,NEW YORK,NY,10003,887934,9/12/18,9/12/18,8/31/20,0,0,"(0.0, 0.0)"
1309768,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,YORK STREET LESSEE DE LLC;YORK STREET LLC&HERSHA H,HILTON GARDEN INN TRIBECA,39 AVENUE OF THE AMERICAS,,NEW YORK,NY,10013,887985,9/26/18,9/26/18,8/31/20,40.72058,-74.00526,"(40.72058, -74.00526)"
1296720,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SCCQ ROCK HOTEL LLC,CLUB QUARTERS OPPOSITE ROCKEFELLER CENTER,25 W 51ST ST,,NEW YORK,NY,10019,895129,10/18/16,10/1/18,9/30/20,40.7599,-73.97823,"(40.7599, -73.97823)"
1296717,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SCCQ MIDTOWN LLC,CLUB QUARTERS MIDTOWN,40 W 45TH ST,,NEW YORK,NY,10036,895128,10/18/16,10/1/18,9/30/20,40.75604,-73.98125,"(40.75604, -73.98125)"
1309816,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,CP MAIDEN LANE LLC,AC HOTEL NEW YORK CITY DOWNTOWN,151 MAIDEN LN,,NEW YORK,NY,10038,898027,10/9/18,10/9/18,9/30/20,40.70582,-74.00545,"(40.70582, -74.00545)"
1293293,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SQUARE SKY HOSPITALITY LLC,HOTEL GRAND UNION,34 E 32ND ST,,NEW YORK,NY,10016,898035,7/20/16,10/11/18,6/30/20,40.7461,-73.98326,"(40.7461, -73.98326)"
1294762,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NOGA RESTAURANT LLC & 119 ORCHARD PROP INC.,SAGO HOTEL,119 ORCHARD ST AKA120 ALLEN ST,,NEW YORK,NY,10002,898606,8/24/16,10/12/18,7/31/20,40.71924,-73.98973,"(40.71924, -73.98973)"
1307730,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,143 FULTON STREET DEVELOPMENT OWNER LLC & GOOD,GUYS HOSPITALITY LLC  DBA: MOXY NYC DOWNTOWN,26 ANN ST,,NEW YORK,NY,10038,888079,10/16/18,10/16/18,9/30/20,40.71072,-74.00773,"(40.71072, -74.00773)"
1305044,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"310 GROUP LLC, ALIZ GROUP LLC & CRESCENT HOTELS &","RESORTS LLC, OPERATOR DBA: ALIZ HOTEL",310 W 40TH ST,,NEW YORK,NY,10018,888129,10/10/18,10/31/18,9/30/20,40.75604,-73.9911,"(40.75604, -73.9911)"
1294594,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,AYYA F&B LLC AND DJDATARLONOMAD LLC,MASSONI; ARLO NOMAD,11 E 31ST ST,,NEW YORK,NY,10016,897788,11/1/16,11/1/18,10/31/20,40.65044,-73.94839,"(40.65044, -73.94839)"
1292523,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,145 EAST 47TH STREET LLC & VUTHAJ LLC,ALLORA,145 E 47TH ST,,NEW YORK,NY,10017,898823,11/14/16,11/1/18,10/31/20,40.75432,-73.97277,"(40.75432, -73.97277)"
1295262,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,PONTE GADEA PARK LLC & CITUSA PARK AVENUE LLC,70 PARK AVENUE HOTEL AND SILVER LEAF,70 PARK AVE,,NEW YORK,NY,10016,897863,11/14/16,11/1/18,10/31/20,40.74986,-73.97963,"(40.74986, -73.97963)"
1297427,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NY BROADWAY HOTEL OWNER LLC & HIGHGATE HOTELS LP,NYLO HOTEL/LOCL BAR,2170 2178 BROADWAY,,NEW YORK,NY,10024,897765,11/22/16,11/1/18,10/31/20,0,0,"(0.0, 0.0)"
1023330,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,HYATT EQUITIES LLC,GRAND HYATT NEW YORK,109 E 42ND STREET,,NEW YORK,NY,10017,898943,,11/1/18,10/31/20,40.75180348,-73.9768036,"(40.751803477, -73.9768035989)"
1299231,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,510 W42 HOTEL OPERATING LLC & CACHET HOTEL GROUP L,TREADWELL PARK,510 W 42ND ST,,NEW YORK,NY,10036,898147,8/28/17,11/8/18,7/31/19,40.75985,-73.99639,"(40.75985, -73.99639)"
1312910,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,119 WEST 45TH ST HOTEL INC,MERRION ROW,119 W 45TH ST,,NEW YORK,NY,10036,888245,11/28/18,11/28/18,10/31/20,40.75723,-73.98355,"(40.75723, -73.98355)"
1297996,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,LIFE HOTEL ONE LLC & EDC 31 LLC,HENRY AT LIFE HOTEL,19 W 31ST ST,,NEW YORK,NY,10001,888249,11/14/17,11/30/18,10/31/19,40.74712,-73.98707,"(40.74712, -73.98707)"
1293305,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,EVEN HOTEL GRAND CENTRAL LLC&IHG MGMNT(MARYLAND),EVEN HOTEL NEW YORK-MIDTOWN EAST,219 E 44TH ST,,NEW YORK,NY,10017,899209,12/5/16,12/1/18,11/30/20,40.75173,-73.97244,"(40.75173, -73.97244)"
1023427,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,JOLLY TINKER INC,FITZPATRICK MANHATTAN HOTEL,687 LEXINGTON AVENUE,,NEW YORK,NY,10022,899647,,12/1/18,11/30/20,40.760527,-73.9693335,"(40.7605270025, -73.9693335015)"
1023344,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,UNIT 3 CORPORATION,ROGER SMITH HOTEL,501 LEXINGTON AVENUE,,NEW YORK,NY,10017,898840,,12/1/18,11/30/20,40.7546076,-73.97364837,"(40.754607596, -73.9736483686)"
1023277,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NEW YORKER HOTEL MANAGEMENT COMPANY INC,,481 8TH AVENUE,STE 633,NEW YORK,NY,10001,899370,,12/1/18,11/30/20,40.75224037,-73.99351242,"(40.7522403664, -73.9935124177)"
1312430,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,16 EAST 32 CORP,AVALON HOTEL,16 E 32ND ST,,NEW YORK,NY,10016,898200,12/6/18,12/6/18,11/30/20,40.74658,-73.98431,"(40.74658, -73.98431)"
1308874,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,HIGHGATE HOTELS LP & URBAN COMMONS 2 WEST LL LLC,THE WAGNER,2 WEST ST,,NEW YORK,NY,10004,888326,6/25/18,12/19/18,5/31/20,40.70554,-74.01726,"(40.70554, -74.01726)"
1298591,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,CAFE AKA WALL STREET LLC AND FOOD FIRST LLC,BLUE RIBBON FEDERAL GRILL,84 WILLIAM ST,,NEW YORK,NY,10038,899838,1/13/17,1/1/19,12/31/20,40.70803,-74.00785,"(40.70803, -74.00785)"
1298792,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,HOTEL HOGAN LLC & FORTUNA 37 WEST 24TH STREET LLC,HOTEL HENRI,37 W 24TH ST,,NEW YORK,NY,10010,900128,1/25/17,1/1/19,12/31/20,40.74281,-73.99039,"(40.74281, -73.99039)"
1298089,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NYHK WEST 40 LLC/346 WEST 40TH ST RESTAURANT LLC,DOUBLETREE BY HILTON NY-TIMES SQ W/TRANZIT/HIGHBAR,346 354 W 40TH ST,,NEW YORK,NY,10018,900199,1/31/17,1/1/19,12/31/20,0,0,"(0.0, 0.0)"
1298857,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,GARDEN 35TH ST LLC & INTERSTATE MGMT COMPANY LLC,HILTON GARDEN INN NEW YORK/WEST 35TH STREET,63 67 W 35TH ST,,NEW YORK,NY,10001,901145,2/17/17,2/1/19,1/31/21,0,0,"(0.0, 0.0)"
1299387,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SCCQ DOWNTOWN LLC & MILJO LLC,CLUB QUARTERS/THE BAILEY,52 WILLIAM ST,,NEW YORK,NY,10005,901015,2/21/17,2/1/19,1/31/21,40.70678,-74.00904,"(40.70678, -74.00904)"
1299095,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,CYH MANHATTAN LLC & HIGHGATE HOTELS LP AS MANAGER,STEWART HOTEL,371 7TH AVE,,NEW YORK,NY,10001,900860,2/22/17,2/1/19,1/31/21,40.74884,-73.99197,"(40.74884, -73.99197)"
1295750,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,56TH STREET HOTEL LLC,THE WHITBY HOTEL,18 W 56TH ST,,NEW YORK,NY,10019,900749,2/27/17,2/1/19,1/31/21,40.7627,-73.97566,"(40.7627, -73.97566)"
1023347,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,HOTEL CASABLANCA INC,HOTEL CASABLANCA,147 51 W 43RD STREET,,NEW YORK,NY,10036,900966,,2/1/19,1/31/21,40.75615655,-73.98496264,"(40.7561565497, -73.9849626375)"
1296268,HOTEL WINE,342,HW,New York City,1,NEW YORK,MANHATTAN HOTEL MANAGEMENT LLC,COMFORT INN,154 MADISON ST,,NEW YORK,NY,10002,911100,1/19/17,1/1/19,12/31/20,40.71235,-73.99271,"(40.71235, -73.99271)"
1300848,IMPORTER,208,IL,New York City,1,NEW YORK,SUNBELT BEVERAGE COMPANY LLC,,60 E 42ND ST,STE 1901A,NEW YORK,NY,10165,889246,4/26/17,4/26/17,3/31/20,40.75229,-73.97846,"(40.75229, -73.97846)"
1296436,MICRO BREWER,101,MI,New York City,1,NEW YORK,ANHEUSER BUSCH LLC,,119-125 W 24TH ST,,NEW YORK,NY,10011,903417,9/29/16,9/1/18,8/31/19,0,0,"(0.0, 0.0)"
1296436,MICRO BREWER,101,MI,New York City,1,NEW YORK,ANHEUSER BUSCH LLC,,119-125 W 24TH ST,,NEW YORK,NY,10011,903417,9/29/16,9/1/18,8/31/19,0,0,"(0.0, 0.0)"
1023230,O.P. ENTERTAINMENT,251,EL,New York City,1,NEW YORK,RANYST INC,NEW YORK STATE THEATRE,1886 BROADWAY,LINCOLN CENTER PLAZA,NEW YORK,NY,10023,900178,,2/1/19,1/31/21,40.77088804,-73.9817932,"(40.7708880429, -73.9817932006)"
1034198,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,980 REST INC,PARIS BLUES BAR,2021 7TH AVENUE,,NEW YORK,NY,10027,872265,,3/1/17,2/28/19,40.80636244,-73.95004719,"(40.8063624441, -73.9500471851)"
1034221,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,ROB TESS RESTAURANT CORP,REIF'S TAVERN,302 E 92ND STREET,,NEW YORK,NY,10128,871785,,3/1/17,2/28/19,40.78157591,-73.94887224,"(40.781575912, -73.9488722353)"
1034194,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,1291 PUB INC,J G MELON RESTAURANT,1291 3RD AVENUE,,NEW YORK,NY,10021,872047,,3/1/17,2/28/19,40.77110381,-73.95951078,"(40.771103806, -73.9595107792)"
1034212,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,140 WEST 43RD ST TAVERN INC,JIMMYS CORNER,140 W 44TH STREET,,NEW YORK,NY,10036,871289,,3/1/17,2/28/19,40.75672304,-73.98473266,"(40.7567230431, -73.9847326601)"
1034195,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,JOHN PHIL TAVERN CORP,PARNELLS,350 E 53RD STREET,,NEW YORK,NY,10022,871110,,3/1/17,2/28/19,40.75618664,-73.96598379,"(40.7561866376, -73.9659837851)"
1034146,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,TWINS PUB INC,,421 9TH AVENUE,,NEW YORK,NY,10001,870174,,3/1/17,2/28/19,40.75318633,-73.99653323,"(40.7531863265, -73.9965332284)"
1034184,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,VICSAM REST INC,TY'S BAR,114 116 CHRISTOPHER ST,,NEW YORK,NY,10014,871645,,3/1/17,2/28/19,40.73315188,-74.00541493,"(40.7331518846, -74.0054149266)"
1034180,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,GRANGIO RESTAURANT CORPORATION,MARIES CRISIS,59 GROVE STREET,,NEW YORK,NY,10014,8871172,,3/1/17,2/28/19,40.73312997,-74.00347743,"(40.7331299713, -74.0034774341)"
1034151,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,NEW YORK SHAKESPEARE FESTIVAL,NEWMAN  THEATER,425 LAFAYETTE STREET,,NEW YORK,NY,10003,871517,,3/1/17,2/28/19,,,
1034160,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,"PUSSYCAT LOUNGE INC,THE",,96 GREENWICH STREET,,NEW YORK,NY,10006,871591,,3/1/17,2/28/19,,,
1034176,O.P. FOOD AND BEV,252,TL,New York City,1,NEW YORK,EAR INN INC,,326 SPRING ST,,NEW YORK,NY,10013,872484,,3/8/17,2/28/19,40.72593342,-74.00923297,"(40.7259334181, -74.009232973)"
1110670,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,C A P RESTAURANT CORP,ROSA'S PLACE RESTAURANT,301 W 48TH STREET,8TH & 9TH AVENUES,NEW YORK,NY,10036,870056,,2/1/17,1/31/19,40.76110278,-73.98701242,"(40.7611027826, -73.9870124217)"
1024042,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NATURAL TOFU RESTAURANT CORP,SEOUL GARDEN,34 W 32ND ST 2ND FLOOR,,NEW YORK,NY,10001,869815,,2/1/17,1/31/19,40.7480606,-73.9878183,"(40.7480606031, -73.9878182997)"
1027699,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,EMPIRE SZECHUAN,NOODLE HOUSE INC,4041 49 BROADWAY,AKA 605 W 170TH STREET,NEW YORK,NY,10032,869963,,2/1/17,1/31/19,40.7065681,-74.01277553,"(40.7065681011, -74.0127755329)"
1025894,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,T & T 130 PIZZA CORP,BELLA NAPOLI,130 MADISON AVENUE,,NEW YORK,NY,10016,869784,,2/1/17,1/31/19,,,
1111406,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,THESPIAN THEATRE INC,CIRCLE IN THE SQUARE THEATRE,1633 BROADWAY,CORNER OF 50TH STREET,NEW YORK,NY,10019,870326,,2/1/17,1/31/19,,,
1295618,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CARRA LLC,DOG & BONE,338 3RD AVE,AKA 162 E 25TH ST NORTH UNIT2,NEW YORK,NY,10010,841404,2/2/17,2/2/17,1/31/19,40.74007,-73.98247,"(40.74007, -73.98247)"
1299323,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,THIRD AVENUE FOOD CORP,TIVOLI CAFE,283 3RD AVE,,NEW YORK,NY,10010,841412,2/3/17,2/3/17,1/31/19,40.73819,-73.98339,"(40.73819, -73.98339)"
1024960,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SEVENTH AVENUE TOMATO INC,,209 7TH AVENUE,,NEW YORK,NY,10011,8871191,,2/3/17,1/31/19,,,
1298843,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LA MERIDIANA I LTD,NUMERO 28,176 2ND AVE,,NEW YORK,NY,10003,841427,2/8/17,2/8/17,1/31/19,40.73046,-73.98606,"(40.73046, -73.98606)"
1294631,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MMR FOOD INC,IMLI,1136 1ST AVE,,NEW YORK,NY,10065,841435,2/10/17,2/10/17,1/31/19,40.7617,-73.96023,"(40.7617, -73.96023)"
1297278,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ENTRECOTE WATTS LLC,LE RELAIS DE VENISE L'ENTRECOTE,15 WATTS ST,,NEW YORK,NY,10013,841440,2/13/17,2/13/17,1/31/19,40.72331,-74.00363,"(40.72331, -74.00363)"
1295275,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,KATZ DELICATESSEN OF HOUSTON STREET INC,,205 E HOUSTON ST,,NEW YORK,NY,10002,841450,2/14/17,2/14/17,1/31/19,40.72842,-74.004,"(40.72842, -74.004)"
1299207,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,315 RESTAURANT GROUP LLC,THIRD FLOOR,315 5TH AVE,3RD FL,NEW YORK,NY,10016,841479,2/21/17,2/21/17,1/31/19,40.74699,-73.9854,"(40.74699, -73.9854)"
1298819,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SUGAR FACTORY BROADWAY LLC,SUGAR FACTORY AMERICAN BRASSERIE,1991 BROADWAY,,NEW YORK,NY,10023,861504,2/27/17,2/22/17,1/31/19,40.7752,-73.98247,"(40.7752, -73.98247)"
