License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
1024351,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ROSS KELLY INC,FISH BAR,237 E 5TH ST,,NEW YORK,NY,10003,883387,,12/1/17,11/30/19,40.72739114,-73.99044109,"(40.7273911397, -73.9904410871)"
1025179,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TOM & JERRYS BAR REST INC,,288 ELIZABETH STREET,,NEW YORK,NY,10012,883438,,12/1/17,11/30/19,40.7245617,-73.99330703,"(40.7245616985, -73.9933070323)"
1025358,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,REBA REALTY CORP,WALKER'S,16 N MOORE ST,,NEW YORK,NY,10013,883451,,12/1/17,11/30/19,40.71976435,-74.00684828,"(40.7197643475, -74.0068482772)"
1024479,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,OCINOMLED LTD,DELMONICO RESTAURANT,56 BEAVER ST,,NEW YORK,NY,10004,880228,,12/1/17,11/30/19,40.70507183,-74.01011179,"(40.7050718254, -74.0101117862)"
1305040,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BOMBA RESTO LLC,SCAMPI,30 W 18TH ST,,NEW YORK,NY,10011,862705,12/4/17,12/4/17,11/30/19,40.73885,-73.99282,"(40.73885, -73.99282)"
1303332,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LA PETIT AMELIE LLC,AMELIE WINE BAR,566 AMSTERDAM AVE,NORTH STORE,NEW YORK,NY,10024,862712,12/5/17,12/5/17,11/30/19,40.78869,-73.9745,"(40.78869, -73.9745)"
1301692,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LENOX SAPHIRE LLC,CHEZ LUCIENNE,308 LENOX AVE,1ST FLOOR,NEW YORK,NY,10027,862729,10/24/17,12/11/17,9/30/19,40.80799,-73.94499,"(40.80799, -73.94499)"
1306167,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LEGACY RECORDS NYC LLC,,517 W 38TH ST,,NEW YORK,NY,10018,862730,12/11/17,12/11/17,11/30/19,40.75741,-73.99791,"(40.75741, -73.99791)"
1305577,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PLANT BASED PIZZA NEW YORK LLC,00+CO,65 2ND AVE,,NEW YORK,NY,10003,862737,12/12/17,12/12/17,11/30/19,40.79987,-73.81922,"(40.79987, -73.81922)"
1305036,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ART OF SZECHUAN INC,CHINA JADE,1643 2ND AVE,,NEW YORK,NY,10028,862734,12/12/17,12/12/17,11/30/19,40.77743,-73.95229,"(40.77743, -73.95229)"
1304223,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FAUS INTERNATIONAL INC,MYKONOS BLUE,127 W 28TH ST,,NEW YORK,NY,10001,862743,12/13/17,12/13/17,11/30/19,40.74677,-73.99168,"(40.74677, -73.99168)"
1300494,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,GRAND CREW NYC LLC,LE SONG,75 9TH AVE,"AKA 425 W 15TH ST,SPACE 01D10",NEW YORK,NY,10011,862746,12/13/17,12/13/17,11/30/19,40.74222,-74.00466,"(40.74222, -74.00466)"
1304200,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FAUS INTERNATIONAL INC,MYKONOS BLUE ROOFTOP,127 W 28TH ST,,NEW YORK,NY,10001,862742,12/13/17,12/13/17,11/30/19,0,0,"(0.0, 0.0)"
1303544,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CENTER FOR GOODS LLC & HOWARD FINE LLC DBA: ROMAN,& WILLIAMS GUILD NY & LA MERCERIE CAFE & BAKERY,53 HOWARD ST,,NEW YORK,NY,10013,862755,12/14/17,12/14/17,11/30/19,40.71995,-74.00157,"(40.71995, -74.00157)"
1305640,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TACODUMBO 2 PENN PLAZA LLC,TACODUMBO,2 PENNSYLVANIA PLAZA-VENDOR 5,VENDOR 5,NEW YORK,NY,10121,862750,12/14/17,12/14/17,11/30/19,0,0,"(0.0, 0.0)"
1306045,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,33 CAPTAINS CAFE LLC,CAPTAIN'S BAR AND GRILL,18 E 33RD ST,,NEW YORK,NY,10016,862761,12/15/17,12/15/17,11/30/19,40.74727,-73.98413,"(40.74727, -73.98413)"
1296359,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FAT PIG INC,MARCHA COCINA INWOOD,120 DYCKMAN ST,,NEW YORK,NY,10040,879635,4/14/17,12/19/17,3/31/19,40.86218,-73.92534,"(40.86218, -73.92534)"
1306212,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,777 THEATRE INC,ROY ARIAS STAGES,777 8TH AVE,FL 2,NEW YORK,NY,10036,862784,12/19/17,12/19/17,11/30/19,40.76074,-73.98747,"(40.76074, -73.98747)"
1305943,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LATTO 317 LLC,SCARLATTO,317 W 46TH ST,,NEW YORK,NY,10036,862787,12/19/17,12/19/17,11/30/19,40.76026,-73.98876,"(40.76026, -73.98876)"
1303871,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CS HOSPITALITY GROUP LLC,NFL EXPERIENCE,701 7TH AVE,AKA 20 TIMES SQUARE,NEW YORK,NY,10036,862776,12/19/17,12/19/17,11/30/19,40.75933,-73.98433,"(40.75933, -73.98433)"
1306247,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,IMMIGRANT TAP ROOM INC,THE IMMIGRANT TAP ROOM,341 E 9TH ST,WEST STORE,NEW YORK,NY,10003,862783,12/19/17,12/19/17,11/30/19,40.72852,-73.98541,"(40.72852, -73.98541)"
1305642,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TATU LLC,STUDIO 151,151 AVENUE C,2ND FL,NEW YORK,NY,10009,879634,12/19/17,12/19/17,11/30/19,,,
1302910,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LA GOULUE 61 LLC,LA GOULUE,29 E 61ST ST,,NEW YORK,NY,10065,862796,12/20/17,12/20/17,11/30/19,40.76472,-73.96994,"(40.76472, -73.96994)"
1294605,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LA NACIONAL CAFE LLC,,239 W 14TH ST 1ST FL,,NEW YORK,NY,10011,862800,12/20/17,12/20/17,11/30/19,40.73939,-74.00122,"(40.73939, -74.00122)"
1024266,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,JUDEX ENTERPRISES INC,PANGEA,178 2ND AVENUE,,NEW YORK,NY,10003,879640,12/20/17,12/20/17,8/31/19,40.73052453,-73.9861972,"(40.73052453, -73.9861971955)"
1304754,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NUSRET NEW YORK LLC,NUSRET STEAKHOUSE,51 W 52ND ST,,NEW YORK,NY,10019,862805,12/21/17,12/21/17,11/30/19,40.76111,-73.97888,"(40.76111, -73.97888)"
1306059,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TAJIN RESTAURANT CORP,,85 GREENWICH ST,,NEW YORK,NY,10006,862804,12/21/17,12/21/17,11/30/19,40.70772,-74.01356,"(40.70772, -74.01356)"
1304706,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,STACKLEATHER LLC,POST CAFE,42 AVENUE B,,NEW YORK,NY,10009,862808,12/22/17,12/22/17,11/30/19,40.72293,-73.98291,"(40.72293, -73.98291)"
1305581,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,AMSTERDAM 407 LLC,RADIO AMSTERDAM,407 AMSTERDAM AVE,,NEW YORK,NY,10024,862815,12/26/17,12/26/17,11/30/19,40.78341,-73.97791,"(40.78341, -73.97791)"
1301190,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,THANA REST INC,THANA REST,190A DUANE ST,,NEW YORK,NY,10013,862825,12/27/17,12/27/17,11/30/19,40.71734,-74.01044,"(40.71734, -74.01044)"
1305165,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MIH 23 INC,THE HARROW NEW YORK,720 10TH AVE,,NEW YORK,NY,10019,862840,12/29/17,12/29/17,11/30/19,40.76423,-73.9919,"(40.76423, -73.9919)"
1283998,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,OSO HAMILTON HEIGHTS LLC,,1616 AMSTERDAM AVE,STORE 3,NEW YORK,NY,10031,880573,1/22/16,1/1/18,12/31/19,40.82201,-73.95041,"(40.82201, -73.95041)"
1287681,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,568 AMSTERDAM LLC,PIZZERIA SIRENETTA,568 AMSTERDAM AVE,,NEW YORK,NY,10024,880806,1/22/16,1/1/18,12/31/19,40.7888,-73.97459,"(40.7888, -73.97459)"
1287359,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MASA 8 LLC,NATSUMI,323 THIRD AVE,BTW E 24TH & 25TH STREETS,NEW YORK,NY,10010,880760,1/22/16,1/1/18,12/31/19,40.67511,-73.98638,"(40.67511, -73.98638)"
1289888,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BAR BELLE LLC,HENRIETTA HUDSON,438 440 HUDSON ST,,NEW YORK,NY,10014,881041,1/26/16,1/1/18,12/31/19,0,0,"(0.0, 0.0)"
1290639,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PQ LEXINGTON INC,LE BOTANISTE,833 LEXINGTON AVE,,NEW YORK,NY,10065,880811,1/27/16,1/1/18,12/31/19,40.76501,-73.96596,"(40.76501, -73.96596)"
1274814,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TARENTUM LTD,ULIVO,4 W 28TH ST,,NEW YORK,NY,10001,880753,1/27/16,1/1/18,12/31/19,40.74476113,-73.98750958,"(40.7447611323, -73.9875095812)"
1285964,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BE TEMERARIO GROUP LLC,EL TEMERARIO,198 8TH AVE,AKA 265 W 20TH ST,NEW YORK,NY,10011,881191,1/27/16,1/1/18,12/31/19,40.74339,-73.9995,"(40.74339, -73.9995)"
1288377,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BLACK ROSE HOSPITALITY GROUP LLC,GARFUNKEL'S & THE BURGARY,67 CLINTON ST,,NEW YORK,NY,10002,881038,1/28/16,1/1/18,12/31/19,40.7194,-73.98508,"(40.7194, -73.98508)"
1027249,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TRIOMPHE RESTAURANT CORP,JEAN GEORGES,1 CENTRAL PARK W,,NEW YORK,NY,10023,880301,,1/1/18,12/31/19,40.76825459,-73.98152774,"(40.7682545895, -73.9815277418)"
1026978,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TC VENTURES INC,MR CHOW OF NEW YORK,324 E 57TH STREET,,NEW YORK,NY,10022,881057,,1/1/18,12/31/19,40.75887839,-73.96445558,"(40.7588783889, -73.964455579)"
1027794,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,EMINAX LLC,UTSAV,1185 6TH AVE,,NEW YORK,NY,10036,880588,,1/1/18,12/31/19,40.75756129,-73.98218388,"(40.7575612858, -73.9821838824)"
1024994,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,119 7TH AVENUE CAFETERIA LLC,CAFETERIA,119 121 1/2 7TH AVE,,NEW YORK,NY,10011,881105,,1/1/18,12/31/19,40.74058169,-73.99820121,"(40.7405816852, -73.9982012064)"
1024513,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,COPAT RESTAURANT INC,O'HARA'S RESTAURANT,120 CEDAR ST,AKA 137 GREENWICH STREET,NEW YORK,NY,10006,880126,,1/1/18,12/31/19,40.7094278,-74.01222695,"(40.7094278009, -74.0122269537)"
1305569,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MIZNON AT CHELSEA LLC,MIZNON,75 9TH AVE,,NEW YORK,NY,10011,862845,1/2/18,1/2/18,12/31/19,40.74222,-74.00466,"(40.74222, -74.00466)"
1289037,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,305 BLEECKER FOOD MARKET LLC,SUPREMA PROVISIONS,305 BLEECKER ST,,NEW YORK,NY,10014,881346,1/28/16,1/3/18,12/31/19,40.73265,-74.00371,"(40.73265, -74.00371)"
1306202,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BOXERS HOSPITALITY GROUP LLC,BOXERS UES,1664 3RD AVE,,NEW YORK,NY,10128,862855,1/3/18,1/3/18,12/31/19,40.78349,-73.95079,"(40.78349, -73.95079)"
1306115,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,H245ST CORP,PITCHOUN,245 E 81ST ST,,NEW YORK,NY,10028,862854,1/3/18,1/3/18,12/31/19,40.7749,-73.95441,"(40.7749, -73.95441)"
1306592,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ZAIKA FOOD COMPANY LLC,ZAIKA,230 E 44TH ST,,NEW YORK,NY,10017,862852,1/3/18,1/3/18,12/31/19,40.75134,-73.97209,"(40.75134, -73.97209)"
1306293,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,EXCEL RESTAURANT GROUP CORP,CHARM'S,200 8TH AVE,,NEW YORK,NY,10011,862850,1/3/18,1/3/18,12/31/19,40.74351,-73.99957,"(40.74351, -73.99957)"
1305108,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,JINX PROOF II LLC,BEAUTY BAR,231 E 14TH ST,,NEW YORK,NY,10003,862856,1/3/18,1/3/18,12/31/19,40.73288,-73.98579,"(40.73288, -73.98579)"
1305478,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PORKYS SALVATION CORP,JAX BBQ,496 9TH AVE,,NEW YORK,NY,10018,862872,1/10/18,1/10/18,12/31/19,40.75562,-73.99445,"(40.75562, -73.99445)"
1306738,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,1395 SECOND AVENUE RESTAURANT LLC,JAVELINA,1395 1397 2ND AVE,,NEW YORK,NY,10021,862870,1/10/18,1/10/18,12/31/19,0,0,"(0.0, 0.0)"
1306738,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,1395 SECOND AVENUE RESTAURANT LLC,JAVELINA,1395 1397 2ND AVE,,NEW YORK,NY,10021,862870,1/10/18,1/10/18,12/31/19,0,0,"(0.0, 0.0)"
1307205,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,"SOUND BITE RESTAURANT LLC, THE",,735 739 9TH AVE,,NEW YORK,NY,10018,862881,1/12/18,1/12/18,12/31/19,0,0,"(0.0, 0.0)"
1289300,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SPECTRUM RESTAURANT LLC,MANHATTAN VALLEY,2636 BROADWAY,,NEW YORK,NY,10025,883569,1/29/16,1/16/18,12/31/19,40.79706,-73.96981,"(40.79706, -73.96981)"
1305791,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,28 BSJ LLC,MISSION,229 W 28TH ST,,NEW YORK,NY,10001,862883,1/16/18,1/16/18,12/31/19,40.74797,-73.99483,"(40.74797, -73.99483)"
1305169,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TTBK INC,SUBJECT,188 SUFFOLK ST,,NEW YORK,NY,10002,862887,1/16/18,1/16/18,12/31/19,40.72147,-73.9847,"(40.72147, -73.9847)"
1300654,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FATBIRD I LLC,CHUBBY SLIMS,44 9TH AVE,,NEW YORK,NY,10011,862895,6/13/17,1/17/18,5/31/19,40.74095,-74.00497,"(40.74095, -74.00497)"
1306080,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NOVVO RESTAURANT INC,MARAMANA,5009 BROADWAY,"STORE 7,8",NEW YORK,NY,10034,862893,1/17/18,1/17/18,12/31/19,40.86945,-73.91685,"(40.86945, -73.91685)"
1305866,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,58 EAST 1ST LLC,BOTICARIOS,58 E 1ST ST,,NEW YORK,NY,10003,862889,1/17/18,1/17/18,12/31/19,40.72374,-73.9893,"(40.72374, -73.9893)"
1305602,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BL MANHATTAN WEST LLC,BLUESTONE LANE,435 W 31ST ST,,NEW YORK,NY,10001,862892,1/17/18,1/17/18,12/31/19,40.57716,-73.99777,"(40.57716, -73.99777)"
1306614,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,S UP TOP LLC,SEAMORE'S,230 PARK AVE,MEZZANINE UNIT 24,NEW YORK,NY,10169,862906,1/18/18,1/18/18,12/31/19,40.75456,-73.97615,"(40.75456, -73.97615)"
1305637,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LDV NOMAD LLC,SCARPETTA RESTAURANT,22 E 29TH ST,,NEW YORK,NY,10016,862901,1/18/18,1/18/18,12/31/19,40.74464,-73.98551,"(40.74464, -73.98551)"
1306252,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,WEST 27TH STREET CAFE LLC,PATENT PENDING,49 W 27TH ST,,NEW YORK,NY,10001,862913,1/19/18,1/19/18,12/31/19,40.74525,-73.99032,"(40.74525, -73.99032)"
1304247,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BYTELOGICS INC,ZERZA,304 E 6TH ST,,NEW YORK,NY,10003,879715,1/22/18,1/22/18,12/31/19,40.72714,-73.98817,"(40.72714, -73.98817)"
1305869,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MI GRAN SUENO GRILL & LOUNGE RESTAURANT CORP,LA ESQUINA DEL SALMON,3379 BROADWAY,602 W 137TH ST,NEW YORK,NY,10031,862924,1/23/18,1/23/18,12/31/19,40.82131,-73.95452,"(40.82131, -73.95452)"
1301716,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HUD HOSPITALITY LLC,KOREAN GALBI YOON,8 W 36TH ST,,NEW YORK,NY,10018,862925,1/23/18,1/23/18,12/31/19,40.74996,-73.98442,"(40.74996, -73.98442)"
1299906,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BONDI 6 WEST 28TH STREET LLC,H SUSHI,6 W 28TH ST,,NEW YORK,NY,10001,862934,11/21/17,1/25/18,10/31/19,40.74488,-73.98803,"(40.74488, -73.98803)"
1306784,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,267W LLC,BONCHON,267 W 23RD ST,,NEW YORK,NY,10011,862941,1/26/18,1/26/18,12/31/19,40.74493,-73.99749,"(40.74493, -73.99749)"
1304768,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BEEKMAN ROOFTOP LLC & MHI BEEKMAN MGMT LLC,OPHELIA,3 MITCHELL PL,25TH & 26TH FLOOR,NEW YORK,NY,10017,862987,1/29/18,1/29/18,12/31/19,40.75319,-73.96598,"(40.75319, -73.96598)"
1307129,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SAM WON GARDEN NEW YORK INC,SAM WON GARDEN,37 W 32ND ST,,NEW YORK,NY,10001,862945,1/29/18,1/29/18,12/31/19,40.74801,-73.98728,"(40.74801, -73.98728)"
1305656,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SUD 123 INCORPORATED,CIAO,178 MULBERRY ST,,NEW YORK,NY,10013,862949,1/29/18,1/29/18,12/31/19,40.72066,-73.99666,"(40.72066, -73.99666)"
1285283,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,GRC RESTAURANT PARTNERS INC,SUFFOLK ARMS,269 E HOUSTON ST,,NEW YORK,NY,10002,884053,1/28/16,1/31/18,12/31/19,40.72158,-73.9847,"(40.72158, -73.9847)"
1306802,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,DON NYC INC,DON EUI BO GAM,15 17 E 32ND ST,,NEW YORK,NY,10016,862980,1/31/18,1/31/18,12/31/19,0,0,"(0.0, 0.0)"
1288406,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MIDTOWN MANOR LLC,INDIAN ACCENT,123 W 56TH ST,GROUND FLOOR WEST,NEW YORK,NY,10019,883513,2/2/16,2/1/18,1/31/20,40.76408,-73.97857,"(40.76408, -73.97857)"
1290480,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,JARLENE CORP,SABOR A MEXICO TAQUERIA,160 1ST AVE,,NEW YORK,NY,10009,862985,2/2/16,2/1/18,1/31/20,40.72855,-73.9844,"(40.72855, -73.9844)"
1286070,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,506 LAGUARDIA PLACE RESTAURANT LLC,FREUD,506 LAGUARDIA PL,,NEW YORK,NY,10012,881415,2/2/16,2/1/18,1/31/20,40.72762,-73.99941,"(40.72762, -73.99941)"
1288396,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TOURBILLON45 LLC,CAFE ALTRO PARADISO,234 SPRING ST,,NEW YORK,NY,10013,881194,2/5/16,2/1/18,1/31/20,40.72552,-74.00481,"(40.72552, -74.00481)"
1289653,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TANNADICE LLC,THE HAMILTON,998 AMSTERDAM AVE,,NEW YORK,NY,10025,883584,2/12/16,2/1/18,1/31/20,40.80271,-73.96429,"(40.80271, -73.96429)"
1290620,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,OSTERIA PIEMONTE CORPORATION,SAN CARLO OSTERIA PIEMONTE,90 THOMPSON ST,,NEW YORK,NY,10012,883821,2/12/16,2/1/18,1/31/20,40.7252,-74.00223,"(40.7252, -74.00223)"
1291524,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SILOM THAI INC,THAI SLIDERS,150 8TH AVE,,NEW YORK,NY,10011,881288,2/18/16,2/1/18,1/31/20,40.74186,-74.0009,"(40.74186, -74.0009)"
1290546,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LOCAL 92 INC,,92 2ND AVE NORTH STORE,,NEW YORK,NY,10003,881293,2/18/16,2/1/18,1/31/20,40.72697,-73.98863,"(40.72697, -73.98863)"
1290774,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NOGLU NEW YORK LLC,NOGLU,1266 MADISON AVE,,NEW YORK,NY,10128,879776,2/23/16,2/1/18,1/31/20,40.78385,-73.95681,"(40.78385, -73.95681)"
1288582,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MSG ARENA LLC,MADISON SQUARE GARDEN,4 PENNSYLVANIA PLAZA,,NEW YORK,NY,10121,881234,2/23/16,2/1/18,1/31/20,0,0,"(0.0, 0.0)"
1288582,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MSG ARENA LLC,MADISON SQUARE GARDEN,4 PENNSYLVANIA PLAZA,,NEW YORK,NY,10121,881234,2/23/16,2/1/18,1/31/20,0,0,"(0.0, 0.0)"
1285883,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,J SALT LLC,SPEEDY ROMEO,63 CLINTON ST,,NEW YORK,NY,10002,883594,2/24/16,2/1/18,1/31/20,40.71949,-73.98514,"(40.71949, -73.98514)"
1289113,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TWO HANDS TRIBECA LLC,TWO HANDS,251 CHURCH ST,,NEW YORK,NY,10013,883756,2/24/16,2/1/18,1/31/20,40.71782,-74.00547,"(40.71782, -74.00547)"
1290204,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TREADWELL PARK LLC,TREADWELL PARK,1125 1ST AVE,,NEW YORK,NY,10065,881473,2/25/16,2/1/18,1/31/20,40.7614,-73.9609,"(40.7614, -73.9609)"
1291869,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SOFIA WINE BAR INC,SOFIA WINE BAR,242 E 50TH ST,,NEW YORK,NY,10022,881274,2/25/16,2/1/18,1/31/20,40.75502,-73.96913,"(40.75502, -73.96913)"
1289418,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PQ 53RD STREET INC,LE PAIN QUOTIDIEN,7 E 53RD ST,,NEW YORK,NY,10022,883824,2/29/16,2/1/18,1/31/20,40.7602,-73.97505,"(40.7602, -73.97505)"
1306617,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TAQUERIA GRAMERCY LLC,TAQUERIA GRAMERCY,218 3RD AVE,,NEW YORK,NY,10003,862990,2/1/18,2/1/18,1/31/20,40.73627,-73.98524,"(40.73627, -73.98524)"
1025415,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,2B RESTAURANT CORP,PEASANT,194 ELIZABETH STREET,,NEW YORK,NY,10013,883574,,2/1/18,1/31/20,40.72169174,-73.99446233,"(40.7216917408, -73.9944623316)"
1307247,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,VIETNAAM II INC,VIETNAAM,1700 2ND AVE,,NEW YORK,NY,10128,863001,2/5/18,2/5/18,1/31/20,40.77921,-73.95055,"(40.77921, -73.95055)"
1303940,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FUSHA FUSION RESTAURANT INC,,357 E 58TH ST,,NEW YORK,NY,10022,863009,2/6/18,2/6/18,1/31/20,40.75917,-73.96262,"(40.75917, -73.96262)"
1306342,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,DIDAN NETZACH LLC,WOLF AND LAMB,16 E 48TH ST,,NEW YORK,NY,10017,863005,2/6/18,2/6/18,10/31/19,40.75674,-73.97712,"(40.75674, -73.97712)"
1307197,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,"FAMILY FAID CORP, THE",DA MIMMO,1688 1690 YORK AVE,,NEW YORK,NY,10128,863014,2/7/18,2/7/18,1/31/20,0,0,"(0.0, 0.0)"
1302669,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LA FONDA RESTAURANT AND TAPAS BAR INC,,169 E 106TH ST,,NEW YORK,NY,10029,863018,2/8/18,2/8/18,1/31/20,40.7919,-73.94504,"(40.7919, -73.94504)"
1306312,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MALA MIDTOWN LLC,MALA PROJECT,41 W 46TH ST,,NEW YORK,NY,10036,863025,2/8/18,2/8/18,1/31/20,40.75683,-73.98062,"(40.75683, -73.98062)"
1304550,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HEXAGON LOUNGE INC,,318 W 142ND ST,,NEW YORK,NY,10030,863028,2/9/18,2/9/18,1/31/20,40.82129,-73.94445,"(40.82129, -73.94445)"
1306587,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SZECHUAN 15 LLC,NEW LEGEND,88 7TH AVE,,NEW YORK,NY,10011,863034,2/12/18,2/12/18,1/31/20,40.73956,-73.99918,"(40.73956, -73.99918)"
1305668,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PEANUT BUTTER & KIMCHEE LLC,QUALITY EATS,3 E 28TH ST,,NEW YORK,NY,10016,863051,2/13/18,2/13/18,1/31/20,40.7445,-73.98661,"(40.7445, -73.98661)"
